stem,day,lvl,ring_struct,before,after,gain,d1,d2,note
20260725_141950,20260725,154.3,5.245,13.575,1.43,3.06,9.309,3.885,
20260725_142603,20260725,151.0,6.282,7.715,0.867,2.611,3.518,0.897,
20260725_143133,20260725,154.7,4.992,5.259,-0.4,2.019,1.967,-0.35,
20260725_143702,20260725,148.7,7.938,10.649,1.681,2.65,7.064,1.927,
20260725_144230,20260725,149.0,4.567,4.172,0.093,4.166,1.201,0.746,
20260725_144759,20260725,151.7,2.505,4.987,1.346,5.835,1.752,1.317,
20260725_145328,20260725,148.3,6.306,5.619,1.748,3.849,3.158,1.828,
20260725_145857,20260725,138.0,3.83,2.57,0.034,2.254,0.862,0.037,
20260725_150425,20260725,130.3,3.006,2.16,0.121,1.899,0.294,-0.098,
20260725_150952,20260725,130.7,6.923,-19.028,-18.934,6.0,-18.938,-18.936,
20260725_151521,20260725,128.0,3.655,6.164,0.245,2.281,3.842,0.242,
20260725_152051,20260725,132.3,8.999,21.628,3.673,5.053,18.446,12.984,
20260725_152620,20260725,144.3,10.198,17.99,1.849,4.089,13.763,8.417,
20260725_153152,20260725,140.0,5.386,5.952,0.458,2.852,2.836,0.999,
20260725_153719,20260725,120.7,5.66,7.029,0.306,2.449,3.65,0.628,
20260725_154246,20260725,116.0,5.758,-1.125,-1.132,0.2,-1.324,-1.524,
20260725_154817,20260725,111.0,8.811,7.08,0.89,3.523,4.313,2.261,
20260725_155342,20260725,118.3,10.7,16.075,2.769,4.119,12.976,7.983,
20260725_155907,20260725,121.7,9.545,20.112,2.683,5.5,16.616,12.185,
20260725_160435,20260725,139.7,6.3,3.177,-0.74,1.595,0.77,-0.783,
20260725_161000,20260725,122.3,10.938,-2.647,-2.647,0.2,-2.649,-3.375,
20260725_161525,20260725,119.3,8.926,5.374,-0.115,1.399,1.176,-2.365,
20260725_162052,20260725,117.7,7.66,-8.346,-8.343,6.0,-8.345,-8.343,
20260725_162617,20260725,122.7,7.654,2.347,-0.357,1.542,0.612,-0.744,
20260725_163142,20260725,126.0,11.035,-20.826,-21.602,6.0,-21.493,-21.483,
20260725_163709,20260725,133.7,4.475,4.709,0.422,3.111,3.148,1.358,
20260725_164234,20260725,137.7,12.292,16.197,3.37,4.165,12.896,8.006,
20260725_164759,20260725,136.7,11.577,22.425,3.521,5.196,19.623,14.011,
20260725_165327,20260725,140.0,8.461,7.404,0.737,2.453,4.166,0.725,
20260725_165852,20260725,138.3,7.298,1.169,0.05,0.62,-0.204,-0.848,
20260725_170417,20260725,141.7,12.174,14.037,2.247,3.06,9.122,3.809,
20260725_170944,20260725,144.7,8.84,1.27,1.27,0.2,-0.499,-1.162,
20260725_171510,20260725,125.0,9.317,10.538,1.495,2.928,7.448,2.813,
20260725_172035,20260725,113.3,7.917,11.08,0.675,3.255,7.996,3.742,
20260725_172645,20260725,120.0,8.369,2.165,-0.232,1.854,0.564,-0.229,
20260725_173210,20260725,127.0,5.221,3.235,-0.072,2.43,0.989,0.159,
20260725_173737,20260725,132.7,8.489,9.866,0.572,3.333,6.508,3.161,
20260725_174304,20260725,123.0,13.512,26.878,8.287,6.0,23.839,20.132,
20260725_174829,20260725,124.3,11.602,20.107,3.627,4.375,16.173,10.422,
20260725_175354,20260725,136.7,16.688,9.154,1.255,2.746,5.765,1.802,
20260725_175922,20260725,131.3,13.65,28.739,5.302,6.0,25.883,20.589,
20260725_180447,20260725,126.0,16.288,40.468,21.02,6.0,37.862,33.824,
20260725_181013,20260725,138.3,9.022,10.573,0.074,3.23,6.692,3.091,
20260725_181540,20260725,129.0,18.487,30.121,6.626,6.0,27.463,22.352,
20260725_182105,20260725,131.3,12.715,-16.291,-16.29,0.2,-16.314,-16.325,
20260725_182630,20260725,137.0,8.31,18.417,2.516,4.4,14.376,9.302,
20260725_183158,20260725,134.0,9.094,14.037,1.8,3.907,9.883,5.804,
20260725_183723,20260725,138.3,12.165,17.615,1.732,4.033,13.894,8.397,
20260725_184253,20260725,135.7,14.817,19.274,3.472,4.321,15.463,9.876,
20260725_184821,20260725,136.0,4.543,10.154,2.327,2.924,7.274,2.736,
20260725_185346,20260725,131.0,4.089,0.932,-0.227,0.695,-0.221,-1.091,
20260725_185911,20260725,132.0,5.629,5.774,-0.232,2.104,2.588,-0.225,
20260725_190439,20260725,138.3,11.501,7.802,0.319,2.383,4.312,0.571,
20260725_191004,20260725,142.3,11.118,9.689,0.683,2.557,6.288,1.443,
20260725_191530,20260725,136.0,8.382,11.479,2.572,2.877,7.802,2.814,
20260725_192057,20260725,137.7,8.915,9.462,0.815,2.598,6.244,1.556,
20260725_192622,20260725,141.0,8.978,8.226,1.721,3.425,5.344,2.7,
20260725_193148,20260725,140.3,5.4,9.723,1.097,3.104,5.523,2.373,
20260725_193716,20260725,141.0,13.819,11.57,0.955,3.292,6.804,3.241,
20260725_194241,20260725,140.3,7.573,7.854,1.013,2.947,4.608,1.768,
20260725_194806,20260725,138.7,13.865,25.861,4.061,6.0,22.093,17.329,
20260725_195339,20260725,138.7,16.754,-28.12,-28.12,0.2,-28.121,-28.122,
20260725_195909,20260725,139.7,16.13,24.358,6.076,6.0,21.097,16.572,
20260725_200435,20260725,136.3,13.195,21.396,0.61,5.288,18.242,13.137,
20260725_201002,20260725,134.7,16.448,8.236,1.43,3.558,5.533,2.937,
20260725_201533,20260725,131.3,3.336,5.664,0.433,2.67,3.119,0.878,
20260725_202058,20260725,140.7,3.805,0.279,-1.628,6.0,-1.376,-1.302,
20260725_202708,20260725,141.0,9.078,9.539,1.217,3.08,6.458,2.733,
20260725_203238,20260725,142.7,9.35,9.935,1.478,2.98,6.781,2.671,
20260725_203804,20260725,148.0,3.596,7.175,0.334,2.641,3.392,0.911,
20260725_204331,20260725,154.0,3.649,3.727,0.496,3.027,1.247,0.508,
20260725_204857,20260725,160.3,3.0,4.003,0.788,2.842,2.212,0.771,
20260725_205422,20260725,162.7,5.32,-8.046,-8.224,6.0,-8.244,-8.221,
20260725_205949,20260725,160.3,4.553,10.168,1.5,2.558,6.194,1.422,
20260725_210516,20260725,155.0,7.413,1.478,0.216,0.708,-0.297,-1.521,
20260725_211046,20260725,153.3,6.553,4.792,0.205,2.355,1.916,0.219,
20260725_211614,20260725,155.7,2.547,2.644,-0.091,1.918,1.014,-0.312,
20260725_212140,20260725,154.7,4.984,5.934,0.743,2.597,3.024,0.752,
20260725_212705,20260725,153.0,4.31,4.025,0.021,2.215,1.693,0.021,
20260725_213232,20260725,152.0,2.866,4.87,-0.119,2.12,1.6,-0.115,
20260725_213757,20260725,154.3,3.437,6.012,0.382,2.388,2.771,0.375,
20260725_214323,20260725,153.3,2.331,5.418,0.361,2.487,1.761,0.34,
20260725_214851,20260725,154.7,2.225,4.877,-0.078,2.633,1.995,0.529,
20260725_215416,20260725,154.3,2.252,5.195,0.282,5.93,1.694,1.281,
20260725_215942,20260725,154.7,2.239,4.513,0.55,2.797,1.598,0.531,
20260725_220510,20260725,154.0,2.224,4.644,1.119,3.222,2.357,1.084,
20260725_221035,20260725,157.0,2.355,4.418,0.841,5.415,1.172,0.853,
20260725_221600,20260725,157.3,2.052,4.278,-0.361,3.035,1.036,0.425,
20260725_222127,20260725,158.0,2.039,4.187,0.129,1.641,0.543,-0.473,
20260725_222653,20260725,160.7,2.068,3.792,-0.123,2.078,1.027,-0.116,
20260725_223218,20260725,161.0,2.03,3.378,0.897,6.0,1.048,0.885,
20260725_223745,20260725,158.3,2.274,4.205,0.282,2.587,1.335,0.325,
20260725_224310,20260725,148.7,7.312,3.899,0.364,2.825,1.678,0.574,
20260725_224835,20260725,150.0,8.329,5.291,0.069,2.492,2.163,0.423,
20260725_225403,20260725,161.3,5.9,7.863,0.71,2.586,4.382,1.067,
20260725_225928,20260725,167.0,1.946,5.311,0.33,2.618,1.235,0.319,
20260725_230453,20260725,164.0,1.939,5.492,0.145,2.62,1.843,0.478,
20260725_231020,20260725,162.7,1.935,5.062,-0.303,2.027,1.784,-0.301,
20260725_231444,20260725,162.7,5.236,3.648,-0.315,1.392,0.437,-0.899,
20260725_231728,20260725,163.0,2.997,5.086,0.6,3.205,1.255,0.572,
20260725_232013,20260725,164.7,1.97,4.997,-0.135,2.099,1.293,-0.119,
20260725_232257,20260725,164.7,1.995,4.499,-0.12,2.103,1.188,-0.104,
20260725_232541,20260725,165.7,2.071,3.455,0.199,2.768,0.602,0.193,
20260725_232825,20260725,166.3,1.924,4.131,0.152,2.158,0.536,-0.019,
20260725_233109,20260725,165.3,1.987,4.032,0.3,1.846,0.356,-0.149,
20260725_233354,20260725,166.0,1.963,4.025,-0.858,1.781,1.075,-0.576,
20260725_233653,20260725,167.0,2.046,4.029,-0.013,2.174,0.25,-0.006,
20260725_233937,20260725,167.7,2.028,4.184,0.128,2.831,0.856,0.295,
20260725_234221,20260725,168.3,2.178,-5.692,-5.692,0.2,-6.298,-6.444,
20260725_234505,20260725,168.0,2.105,3.77,-0.473,1.786,0.839,-0.442,
20260725_234750,20260725,168.0,2.069,3.179,0.25,2.504,1.176,0.237,
20260725_235034,20260725,168.7,1.996,3.786,0.165,2.59,0.691,0.17,
20260725_235318,20260725,167.7,1.91,4.722,0.325,2.473,1.643,0.305,
20260725_235602,20260725,167.0,1.958,4.641,0.192,2.376,1.381,0.177,
20260725_235846,20260725,166.7,1.979,3.438,0.367,2.866,0.969,0.346,
20260726_000131,20260726,165.0,2.008,4.938,0.194,2.093,1.425,-0.139,
20260726_000415,20260726,165.0,1.931,3.915,0.002,2.202,0.878,0.001,
20260726_000659,20260726,165.0,1.939,4.963,-0.059,2.416,1.689,0.258,
20260726_000944,20260726,164.0,1.918,5.303,-0.095,2.474,1.46,0.272,
20260726_001228,20260726,163.0,1.961,4.49,-0.203,2.007,1.109,-0.212,
20260726_001512,20260726,161.3,1.88,4.538,-0.119,2.087,1.087,-0.113,
20260726_001757,20260726,160.0,1.847,4.497,0.073,3.255,1.278,0.598,
20260726_002041,20260726,156.3,1.851,3.662,-0.347,1.79,0.644,-0.334,
20260726_002326,20260726,154.0,1.786,4.705,0.202,2.383,1.749,0.231,
20260726_002610,20260726,149.3,1.837,5.021,0.722,3.069,1.731,0.727,
20260726_002855,20260726,143.7,1.985,4.349,1.036,4.473,1.557,1.019,
20260726_003139,20260726,136.3,2.086,5.121,1.035,3.68,2.53,1.397,
20260726_003423,20260726,127.0,2.245,4.497,0.632,3.771,1.838,1.042,
20260726_003708,20260726,119.3,2.407,5.304,0.776,3.155,2.312,1.025,
20260726_004005,20260726,115.3,2.428,5.294,0.92,2.94,2.44,0.931,
20260726_004250,20260726,112.0,2.576,5.077,0.864,2.827,3.109,1.066,
20260726_004616,20260726,102.0,2.366,5.062,1.141,4.084,2.567,1.568,
20260726_004901,20260726,92.0,2.614,5.631,1.047,3.255,2.74,1.282,
20260726_005145,20260726,75.7,3.014,5.296,0.31,2.803,3.341,1.117,
20260726_005430,20260726,55.3,3.682,6.981,1.162,3.17,4.665,2.086,
20260726_005714,20260726,40.0,4.396,5.55,1.209,3.25,4.126,1.925,
20260726_005959,20260726,26.0,5.122,8.829,3.077,3.932,6.719,3.969,
20260726_010142,20260726,18.3,5.988,7.101,3.192,6.0,5.702,5.173,
20260726_010706,20260726,3.3,10.259,12.097,3.231,3.429,10.609,5.367,
20260726_011308,20260726,0.0,24.477,16.374,12.723,6.0,16.374,16.367,
20260726_011834,20260726,,,,,,,,night
20260726_012357,20260726,,,,,,,,night
20260726_012921,20260726,,,,,,,,night
20260726_013447,20260726,,,,,,,,night
20260726_091836,20260726,,,,,,,,night
20260726_092403,20260726,,,,,,,,night
20260726_092926,20260726,,,,,,,,night
20260726_093450,20260726,,,,,,,,night
20260726_094016,20260726,0.0,27.51,15.6,15.6,1.0,15.6,15.6,
20260726_094539,20260726,0.0,14.78,10.928,5.477,5.023,10.928,7.668,
20260726_095103,20260726,7.3,8.221,8.771,3.142,4.157,8.15,5.052,
20260726_095334,20260726,15.3,6.486,6.912,1.735,4.413,5.888,3.818,
20260726_095619,20260726,26.3,5.024,6.227,2.141,6.0,5.38,4.216,
20260726_095903,20260726,40.7,3.895,5.577,1.981,5.485,4.156,3.044,
20260726_100159,20260726,66.0,3.084,5.733,1.803,5.228,2.952,2.115,
20260726_100444,20260726,76.7,2.836,5.153,1.799,4.081,3.862,2.358,
20260726_100728,20260726,87.0,2.522,5.847,1.078,3.165,2.934,1.307,
20260726_101013,20260726,100.7,2.369,5.173,0.951,3.648,2.949,1.613,
20260726_101258,20260726,105.3,2.402,4.958,1.103,3.178,2.477,1.112,
20260726_101542,20260726,110.0,2.511,4.715,1.14,2.837,3.218,1.115,
20260726_101827,20260726,117.0,2.309,4.512,0.461,2.502,2.284,0.46,
20260726_102111,20260726,125.3,2.185,4.804,0.502,3.131,1.965,0.859,
20260726_102356,20260726,133.0,1.992,3.566,0.489,3.043,1.157,0.478,
20260726_102640,20260726,138.3,1.874,4.282,0.525,2.795,1.561,0.518,
20260726_102925,20260726,142.7,1.842,4.559,0.706,2.811,2.096,0.707,
20260726_103209,20260726,146.7,1.776,3.983,0.466,3.021,1.581,0.642,
20260726_103453,20260726,150.0,1.724,4.023,0.676,3.565,1.327,0.706,
20260726_103738,20260726,152.3,1.656,3.276,0.283,2.638,1.06,0.283,
20260726_104022,20260726,153.7,1.764,3.752,0.353,2.79,1.045,0.345,
20260726_104306,20260726,154.7,1.748,4.074,0.385,2.857,1.043,0.369,
20260726_104550,20260726,154.3,1.782,4.355,0.349,3.216,0.769,0.353,
20260726_104835,20260726,153.3,1.737,3.705,0.288,3.759,0.488,0.275,
20260726_105119,20260726,153.0,1.728,3.344,-0.055,2.105,0.612,-0.053,
20260726_105418,20260726,154.3,1.784,4.515,0.758,3.916,1.271,0.748,
20260726_105703,20260726,155.3,1.855,4.306,0.217,2.538,1.026,0.226,
20260726_105947,20260726,154.3,1.888,4.284,-0.089,2.134,1.37,-0.08,
20260726_110231,20260726,155.0,1.874,3.871,0.83,6.0,0.902,0.779,
20260726_110515,20260726,153.0,1.943,4.022,0.448,2.825,1.2,0.411,
20260726_110759,20260726,153.3,2.405,4.514,0.55,2.952,1.382,0.532,
20260726_111044,20260726,153.0,3.948,2.757,0.271,4.401,0.966,0.625,
20260726_111328,20260726,156.0,4.713,7.054,0.869,2.961,3.76,1.459,
20260726_111612,20260726,156.7,5.318,13.158,2.031,3.158,9.247,4.104,
20260726_111857,20260726,157.7,8.053,18.188,1.759,4.202,14.42,9.016,
20260726_112141,20260726,156.0,7.866,4.721,0.857,4.534,1.804,1.192,
20260726_112425,20260726,154.0,6.46,2.501,0.476,4.392,0.606,0.391,
20260726_112710,20260726,151.7,2.835,1.984,0.542,6.0,0.58,0.542,
20260726_112954,20260726,151.3,2.813,3.433,0.114,3.215,1.286,0.589,
20260726_113238,20260726,153.0,2.006,3.616,-0.008,2.191,0.846,-0.007,
20260726_113522,20260726,152.7,2.97,6.018,0.581,2.634,2.808,0.746,
20260726_113807,20260726,152.3,3.142,-0.91,-0.924,0.2,-0.912,-0.939,
20260726_114108,20260726,153.0,2.685,5.028,0.487,2.594,1.914,0.473,
20260726_114637,20260726,153.3,2.535,6.525,0.778,2.648,2.925,0.795,
20260726_115202,20260726,156.3,2.023,3.329,0.669,3.818,1.126,0.646,
20260726_115728,20260726,157.3,4.095,5.355,1.06,3.27,2.261,1.066,
20260726_120256,20260726,158.0,3.061,4.262,-0.036,2.168,1.259,-0.035,
20260726_120822,20260726,159.0,1.936,3.107,0.511,3.564,0.964,0.513,
20260726_121348,20260726,159.3,2.057,4.601,0.094,2.297,1.119,0.084,
20260726_121915,20260726,158.3,1.821,4.149,0.036,2.234,1.248,0.034,
20260726_122442,20260726,157.7,1.736,4.234,0.356,3.454,0.999,0.51,
20260726_123007,20260726,155.3,1.814,4.046,0.906,4.072,1.455,0.886,
20260726_123536,20260726,156.0,1.814,3.951,0.651,4.26,0.998,0.631,
20260726_124102,20260726,156.0,1.751,3.945,0.279,2.452,1.605,0.279,
20260726_124628,20260726,157.3,1.777,4.163,4.163,0.2,0.9,0.984,
20260726_125156,20260726,156.0,1.882,4.169,0.513,4.128,1.476,0.91,
20260726_125723,20260726,157.0,1.864,3.681,0.164,2.498,1.164,0.231,
20260726_130249,20260726,157.3,1.807,4.191,0.433,3.032,1.027,0.421,
20260726_130818,20260726,157.7,1.846,4.07,0.588,3.566,1.464,0.779,
20260726_131345,20260726,158.0,1.864,4.154,0.6,3.677,1.151,0.635,
20260726_131911,20260726,157.3,2.006,3.986,0.952,5.246,1.889,1.355,
20260726_132439,20260726,158.3,1.993,4.538,0.787,3.057,1.873,0.78,
20260726_133006,20260726,157.7,1.988,4.466,1.232,5.029,1.79,1.257,
20260726_133533,20260726,159.0,1.998,4.029,0.902,3.87,1.522,0.886,
20260726_134102,20260726,154.3,2.135,4.726,0.725,3.037,1.739,0.714,
20260726_134628,20260726,155.7,2.106,4.702,0.779,3.136,1.724,0.756,
20260726_135154,20260726,154.7,2.12,4.465,0.276,2.53,1.267,0.273,
20260726_135722,20260726,155.3,2.11,4.143,0.48,3.023,1.348,0.548,
20260726_140248,20260726,156.0,2.123,4.083,1.003,3.314,2.083,1.003,
20260726_140818,20260726,154.7,2.111,3.969,0.524,4.9,1.943,1.345,
20260726_141348,20260726,155.7,2.098,4.259,0.85,3.48,1.636,0.844,
20260726_141916,20260726,158.0,2.096,4.076,0.894,4.428,1.675,1.088,
20260726_142445,20260726,157.3,8.314,-8.168,-8.168,0.2,-8.164,-8.18,
20260726_143058,20260726,157.7,3.211,7.029,1.596,3.545,3.381,1.787,
20260726_143626,20260726,149.3,2.853,6.615,1.392,3.098,3.662,1.568,
20260726_144154,20260726,150.7,3.124,4.16,0.243,2.481,1.243,0.236,
20260726_144723,20260726,152.0,2.28,4.592,1.004,3.403,1.969,0.986,
20260726_145252,20260726,151.3,4.071,5.566,0.511,4.128,2.191,1.351,
20260726_145818,20260726,154.0,5.93,-0.079,-0.079,0.2,-0.743,-0.744,
20260726_150348,20260726,147.3,11.035,3.174,-0.214,2.012,1.238,-0.23,
20260726_150916,20260726,150.3,5.211,8.762,1.365,2.641,5.445,1.465,
20260726_151444,20260726,153.0,7.426,16.053,2.598,4.268,11.737,7.427,
20260726_152012,20260726,146.7,10.95,-8.168,-8.168,0.2,-8.166,-8.166,
20260726_152540,20260726,147.3,9.419,-23.732,-23.732,0.2,-23.731,-23.756,
20260726_153106,20260726,142.3,2.396,3.505,-0.113,2.123,1.595,-0.109,
20260726_153634,20260726,139.3,8.702,-1.407,-1.407,0.2,-1.482,-1.729,
20260726_154202,20260726,142.7,5.517,5.37,1.364,4.043,2.366,1.433,
20260726_154727,20260726,129.7,11.09,18.095,3.238,3.84,14.706,8.491,
20260726_155255,20260726,141.7,5.787,5.478,0.299,2.691,2.674,0.777,
20260726_155820,20260726,141.7,9.914,10.434,2.561,3.104,7.506,3.225,
20260726_160345,20260726,143.3,3.764,5.274,0.977,3.212,2.653,1.214,
20260726_160913,20260726,141.0,3.073,-4.539,-4.539,0.2,-4.538,-4.749,
20260726_161443,20260726,142.0,2.58,4.372,0.042,2.242,1.177,0.04,
20260726_162008,20260726,143.7,2.491,4.085,0.908,4.555,1.346,0.892,
20260726_162536,20260726,142.0,11.428,10.682,1.512,3.09,7.0,2.981,
20260726_163101,20260726,140.3,12.829,-17.489,-17.488,6.0,-17.489,-17.488,
20260726_163626,20260726,138.3,6.017,6.868,0.911,3.088,3.19,1.357,
20260726_164154,20260726,132.0,2.985,4.048,4.049,0.2,0.737,1.11,
20260726_164719,20260726,135.3,2.497,4.564,0.973,4.261,1.856,1.173,
20260726_165244,20260726,139.0,7.3,-1.404,-1.404,0.2,-2.164,-2.925,
20260726_165812,20260726,133.0,10.72,-2.1,-2.1,0.2,-2.993,-3.322,
20260726_170337,20260726,136.7,8.964,12.227,2.533,3.392,8.48,4.225,
20260726_170902,20260726,135.7,4.56,-3.062,-3.239,6.0,-3.254,-3.244,
20260726_171430,20260726,140.3,5.499,-6.005,-5.984,6.0,-6.001,-5.995,
20260726_171955,20260726,138.3,10.418,-2.07,-2.07,0.2,-2.722,-2.729,
20260726_172604,20260726,138.0,2.981,4.466,0.173,2.372,1.384,0.173,
20260726_173132,20260726,137.7,3.455,3.0,-0.465,1.742,0.777,-0.479,
20260726_173657,20260726,137.3,7.509,22.353,2.881,5.478,19.191,14.048,
20260726_174223,20260726,138.7,4.749,13.759,1.219,3.689,10.258,5.681,
20260726_174751,20260726,137.7,7.401,5.65,0.407,2.521,2.836,0.598,
20260726_175316,20260726,134.0,5.752,0.195,0.195,0.2,-1.065,-1.569,
20260726_175842,20260726,132.0,7.099,4.692,0.337,2.514,1.635,0.339,
20260726_180414,20260726,130.0,10.043,-6.201,-6.243,6.0,-6.244,-6.24,
20260726_180940,20260726,132.3,5.307,-1.216,-1.463,6.0,-1.43,-1.428,
20260726_181505,20260726,141.0,5.912,10.412,1.886,2.778,7.195,2.339,
20260726_182034,20260726,137.7,7.279,3.726,0.706,2.905,2.071,0.766,
20260726_182559,20260726,135.0,6.698,11.772,1.241,3.371,8.522,4.209,
20260726_183124,20260726,135.0,5.885,8.227,1.724,3.731,5.263,2.95,
20260726_183651,20260726,131.3,4.917,6.355,0.971,3.777,3.559,2.021,
20260726_184217,20260726,130.0,5.235,7.29,1.538,3.364,4.22,2.078,
20260726_184742,20260726,128.7,3.399,2.569,0.55,4.605,0.856,0.571,
20260726_185310,20260726,127.7,4.257,5.69,0.592,2.424,3.761,0.591,
20260726_185835,20260726,132.0,4.184,5.066,1.086,2.995,2.724,1.085,
20260726_190400,20260726,142.0,3.772,8.211,0.748,2.492,4.767,0.934,
20260726_190928,20260726,149.7,3.004,6.538,0.547,2.483,3.7,0.705,
20260726_191454,20260726,149.7,5.213,-1.492,-1.71,6.0,-1.71,-1.71,
20260726_192020,20260726,143.3,3.893,7.967,1.405,2.832,5.203,1.794,
20260726_192547,20260726,144.0,5.327,-2.132,-2.545,6.0,-2.54,-2.538,
20260726_193113,20260726,147.3,4.232,4.433,0.526,3.896,1.795,1.051,
20260726_193638,20260726,152.7,3.989,8.392,2.049,3.124,5.125,2.229,
20260726_194206,20260726,152.3,5.471,7.728,1.007,2.798,3.981,1.323,
20260726_194731,20260726,155.7,3.452,6.361,0.748,2.597,2.814,0.7,
20260726_195256,20260726,166.3,3.221,6.872,1.589,2.841,4.436,1.545,
20260726_195824,20260726,170.7,4.587,11.875,1.951,3.057,8.045,3.352,
20260726_200349,20260726,165.7,3.698,0.96,0.959,0.2,0.323,0.452,
20260726_200915,20260726,162.7,3.764,-4.857,-4.851,6.0,-4.856,-4.853,
20260726_201447,20260726,156.0,3.911,12.432,1.505,3.25,9.389,4.381,
20260726_202012,20260726,160.3,2.588,2.711,2.397,0.2,0.364,0.399,
20260726_202621,20260726,151.7,7.704,7.746,1.065,3.357,4.807,2.359,
20260726_203148,20260726,143.7,8.617,-29.744,-29.744,1.0,-29.744,-29.744,
20260726_203713,20260726,135.3,4.973,-0.653,-0.653,0.2,-1.535,-1.839,
20260726_204239,20260726,131.7,5.21,11.271,2.766,3.158,7.89,3.503,
20260726_204806,20260726,123.0,3.385,-0.687,-1.296,6.0,-1.303,-1.294,
20260726_205332,20260726,113.7,6.435,-0.714,-1.312,6.0,-0.936,-0.876,
20260726_205857,20260726,118.7,4.886,13.94,2.136,4.536,12.144,8.023,
20260726_210425,20260726,125.7,3.328,6.907,0.992,2.9,3.778,1.392,
20260726_210951,20260726,124.7,3.122,2.62,0.09,6.0,0.758,0.748,
20260726_211517,20260726,115.7,2.656,4.275,0.12,2.419,2.273,0.35,
20260726_212044,20260726,114.0,3.115,5.364,0.678,3.81,2.762,1.583,
20260726_212609,20260726,112.7,5.034,1.386,-0.202,1.444,0.248,-0.422,
20260726_213134,20260726,110.3,4.666,7.9,0.905,2.617,5.234,1.35,
20260726_213707,20260726,106.3,3.839,6.687,1.082,2.841,4.07,1.418,
20260726_214232,20260726,105.7,6.263,2.706,0.013,2.215,1.096,0.013,
20260726_214757,20260726,112.7,3.137,3.687,0.134,2.817,1.426,0.484,
20260726_215325,20260726,109.0,5.604,1.228,-0.242,6.0,-0.075,-0.071,
20260726_215850,20260726,128.0,3.413,7.54,1.032,2.896,4.506,1.654,
20260726_220416,20260726,127.0,3.775,-2.377,-2.377,0.2,-2.39,-2.925,
20260726_220943,20260726,134.3,3.538,5.503,0.58,2.807,3.037,1.021,
20260726_221509,20260726,135.3,3.346,-1.241,-1.241,0.2,-1.615,-1.808,
20260726_222034,20260726,145.0,2.955,5.078,0.128,2.649,1.664,0.453,
20260726_222602,20260726,160.0,3.437,5.21,0.862,3.236,2.998,1.389,
20260726_223128,20260726,164.0,3.155,3.82,0.441,2.542,1.96,0.435,
20260726_223654,20260726,162.0,4.258,3.348,3.347,0.2,1.185,1.504,
20260726_224222,20260726,160.3,2.89,2.865,0.756,5.083,1.125,0.794,
20260726_224747,20260726,161.0,3.542,9.755,1.48,2.769,6.276,2.018,
20260726_225312,20260726,159.7,3.197,2.679,0.611,3.206,1.34,0.611,
20260726_225840,20260726,162.3,3.605,1.831,0.5,3.812,0.888,0.509,
20260726_230405,20260726,159.7,5.065,12.545,2.084,3.035,8.73,3.583,
20260726_230930,20260726,158.0,4.812,10.491,1.314,2.804,6.896,2.31,
20260726_231425,20260726,156.7,3.753,4.896,0.519,2.933,1.859,0.705,
20260726_231709,20260726,156.7,4.788,-3.018,-3.162,6.0,-3.173,-3.165,
20260726_231953,20260726,160.3,5.123,7.325,1.148,2.744,3.742,1.167,
20260726_232238,20260726,163.0,4.164,6.257,0.481,2.694,2.896,0.844,
20260726_232537,20260726,163.7,5.564,-0.65,-0.65,0.2,-1.383,-1.579,
20260726_232822,20260726,166.0,5.663,18.398,1.366,4.247,14.833,9.351,
20260726_233106,20260726,164.0,6.548,24.976,2.549,6.0,22.11,16.88,
20260726_233350,20260726,160.7,6.655,5.504,1.125,3.308,2.342,1.124,
20260726_233635,20260726,160.0,5.681,4.384,0.492,4.198,1.902,1.188,
20260726_233919,20260726,158.0,3.558,5.013,0.816,2.804,2.392,0.801,
20260726_234203,20260726,154.0,4.499,-0.097,-0.097,0.2,-0.962,-1.177,
20260726_234448,20260726,151.0,3.906,4.713,1.037,3.091,2.528,1.077,
20260726_234732,20260726,149.7,3.708,6.2,0.588,2.519,2.784,0.585,
20260726_235016,20260726,149.0,3.418,3.639,0.071,2.273,1.218,0.07,
20260726_235301,20260726,150.3,3.541,10.016,1.329,2.622,6.349,1.651,
20260726_235545,20260726,153.3,3.212,5.025,0.693,2.738,2.225,0.689,
20260726_235829,20260726,158.7,2.472,5.126,0.15,2.334,1.408,0.141,
20260727_000114,20260727,161.0,1.913,5.056,0.418,2.537,1.737,0.381,
20260727_000358,20260727,163.7,1.935,4.623,-0.001,2.199,1.337,-0.001,
20260727_000642,20260727,163.7,1.926,4.904,0.023,2.216,1.789,0.024,
20260727_000926,20260727,164.0,2.013,4.618,0.48,2.763,1.443,0.461,
20260727_001211,20260727,164.3,2.211,4.301,0.425,2.992,1.055,0.42,
20260727_001455,20260727,163.7,2.312,5.025,0.623,2.903,1.696,0.626,
20260727_001740,20260727,162.0,1.679,4.382,0.218,2.402,1.465,0.211,
20260727_002024,20260727,158.3,1.777,5.112,0.322,2.43,1.977,0.317,
20260727_002309,20260727,152.0,1.897,4.821,1.17,3.532,2.079,1.094,
20260727_002553,20260727,145.0,3.184,3.426,0.82,6.0,1.122,0.984,
20260727_002853,20260727,135.3,4.371,-7.327,-7.668,6.0,-7.704,-7.687,
20260727_003137,20260727,125.7,2.248,5.16,1.073,4.335,2.792,1.787,
20260727_003422,20260727,119.3,2.231,4.763,1.859,6.0,2.625,2.016,
